name,type,season_tags,vata_score,pitta_score,kapha_score,cal,prot,fat,carb,sugar,sodium_mg,satfat_g,incompatible_with
Lentils_5,dairy,"['Winter', 'Monsoon']",2,3,2,304,6.0,14.9,34.1,10.2,472,3.4,"['Cashews_8', 'Lemon_5']"
Oats_5,legume,['LateWinter'],0,0,1,368,1.9,15.5,51.3,7.5,435,0.3,[]
Idli_5,fat,"['Spring', 'EarlyWinter', 'Autumn']",3,0,1,366,2.4,11.4,39.1,16.7,309,6.7,"['Cucumber_9', 'Apple_4', 'Oats_6']"
Dosa_5,beverage,"['Spring', 'EarlyWinter', 'LateWinter']",2,1,1,84,7.2,9.5,38.1,5.8,268,4.8,['Oats_10']
Upma_5,beverage,"['Winter', 'Summer', 'Spring']",2,2,2,182,21.0,14.2,35.0,1.7,273,2.1,"['Vegetable Sabzi_8', 'Upma_9']"
Vegetable Sabzi_5,legume,"['EarlyWinter', 'Spring', 'LateWinter']",3,0,1,132,0.6,12.6,54.1,6.6,464,7.8,['Tomato_7']
Paneer_5,fat,"['EarlyWinter', 'Autumn']",0,1,2,206,20.8,8.5,41.6,11.9,316,5.6,"['Mango_4', 'Ghee_2', 'Apple_3']"
Milk_5,fruit,['EarlyWinter'],1,3,2,248,3.8,18.1,23.6,4.5,126,4.8,['Chia Seeds_4']
Curd_5,spice,"['Monsoon', 'Autumn', 'Winter']",0,2,1,147,4.4,7.8,41.1,3.5,123,3.1,"['Roti_7', 'Bottle Gourd_3']"
Ghee_5,fruit,"['LateWinter', 'EarlyWinter']",2,3,2,347,1.3,16.2,46.4,14.1,263,5.4,"['Moong Dal_2', 'Bottle Gourd_7', 'Spices Mix_6']"
Butter_5,grain,"['Winter', 'Autumn']",3,1,3,91,18.7,9.8,58.8,5.3,129,8.7,[]
Coconut_5,dairy,"['LateWinter', 'Winter']",3,0,3,324,6.5,5.4,19.0,2.7,425,3.0,[]
Spinach_5,grain,"['LateWinter', 'Winter']",2,3,0,284,6.3,14.7,46.4,12.9,64,6.9,[]
Carrot_5,spice,"['Spring', 'EarlyWinter', 'Monsoon']",2,2,0,244,19.8,18.6,7.4,17.4,329,3.8,"['Upma_1', 'Jaggery_2', 'Chapati_6']"
Beetroot_5,dairy,['EarlyWinter'],0,3,0,301,9.5,14.6,16.5,8.1,70,3.1,['Jaggery_6']
Tomato_5,fat,"['Summer', 'Autumn']",0,3,3,369,0.7,4.2,34.2,5.3,300,4.2,[]
Cucumber_5,beverage,"['Spring', 'Winter']",3,1,3,105,7.2,3.8,37.0,1.6,448,4.2,['Banana_3']
Bottle Gourd_5,dairy,['Winter'],2,1,0,111,12.8,1.3,64.1,16.3,106,7.4,"['Sesame Seeds_10', 'Jaggery_3', 'Sesame Seeds_5']"
Pumpkin_5,spice,"['LateWinter', 'Autumn', 'Spring']",2,3,3,188,5.6,13.8,48.7,12.6,21,9.7,"['Mango_3', 'Walnuts_2', 'Honey_7']"
Cauliflower_5,spice,"['Summer', 'Monsoon']",2,1,0,70,22.1,18.8,24.9,8.9,392,9.3,[]
Broccoli_5,fruit,['Spring'],0,1,1,176,23.3,6.9,12.5,14.6,356,6.5,['Wheat_8']
Apple_5,vegetable,"['Spring', 'Summer', 'EarlyWinter']",2,0,2,184,2.1,13.3,30.0,1.1,97,0.4,['Milk_8']
Banana_5,spice,"['LateWinter', 'EarlyWinter']",3,1,2,209,5.1,18.9,68.0,19.8,280,0.7,[]
Mango_5,legume,['LateWinter'],1,1,2,297,9.1,0.3,57.3,12.7,487,0.5,"['Green Tea_6', 'Dosa_4']"
Guava_5,beverage,['Summer'],0,3,3,66,18.4,17.6,30.5,16.6,1,1.1,['Roti_9']
Papaya_5,fat,"['EarlyWinter', 'Autumn', 'Spring']",0,2,0,246,3.5,3.7,64.2,8.1,133,6.0,[]
Pineapple_5,dairy,"['Spring', 'Autumn', 'Summer']",1,3,0,345,11.3,18.2,40.4,9.4,120,9.8,['Pineapple_7']
Orange_5,beverage,"['Spring', 'LateWinter']",2,3,0,355,9.7,17.5,55.4,19.9,126,7.2,[]
Lemon_5,vegetable,"['Spring', 'Summer']",2,1,1,275,23.4,1.5,43.5,18.2,383,6.7,"['Wheat_3', 'Vegetable Sabzi_2']"
Herbal Tea_5,dairy,"['Spring', 'Monsoon']",1,1,1,285,23.4,9.6,33.8,2.7,156,7.2,['Honey_1']
Green Tea_5,grain,['Winter'],2,1,2,199,9.0,5.1,27.5,7.0,157,7.3,['Honey_10']
Spices Mix_5,spice,"['Autumn', 'EarlyWinter']",0,1,0,137,3.9,8.9,34.3,3.8,88,0.5,"['Banana_5', 'Lentils_5', 'Sesame Seeds_8']"
Honey_5,legume,['Autumn'],0,0,1,396,5.8,10.7,55.1,9.8,336,7.1,"['Pumpkin_6', 'Lemon_1']"
Jaggery_5,vegetable,"['Summer', 'LateWinter', 'EarlyWinter']",1,3,3,265,9.9,0.9,35.8,16.4,38,10.0,['Sesame Seeds_6']
Peanuts_5,beverage,['Spring'],2,0,2,73,11.8,11.9,11.0,15.0,390,5.4,"['Walnuts_9', 'Coconut_1']"
Almonds_5,spice,"['EarlyWinter', 'Summer']",2,1,2,134,8.9,5.2,8.5,2.8,281,8.6,['Pumpkin_9']
Cashews_5,dairy,['Summer'],2,0,1,270,8.5,19.0,21.0,6.6,115,2.7,"['Banana_1', 'Herbal Tea_3']"
Walnuts_5,grain,"['EarlyWinter', 'Autumn', 'Spring']",3,1,1,245,7.4,18.3,17.2,11.8,150,7.9,"['Green Tea_10', 'Wheat_9', 'Bottle Gourd_6']"
Sesame Seeds_5,legume,"['Winter', 'Spring', 'LateWinter']",2,0,1,165,0.6,14.3,35.4,8.7,113,0.2,['Curd_2']
Chia Seeds_5,legume,"['EarlyWinter', 'Summer', 'LateWinter']",1,1,0,55,13.7,9.5,5.2,16.3,47,9.6,['Broccoli_7']
Rice_6,fruit,['EarlyWinter'],0,0,1,303,1.7,2.8,46.7,20.0,103,4.1,"['Apple_7', 'Banana_5']"
Wheat_6,beverage,['Autumn'],3,3,0,59,13.2,11.1,48.6,16.9,95,7.1,"['Almonds_6', 'Lentils_7', 'Cucumber_2']"
Roti_6,dairy,"['EarlyWinter', 'LateWinter', 'Winter']",1,1,0,293,2.3,10.0,45.7,13.1,485,2.8,['Chana Dal_7']
Chapati_6,spice,"['Autumn', 'LateWinter']",3,1,2,327,1.0,14.0,39.5,19.0,221,7.2,"['Coconut_3', 'Tomato_6']"
Kitchari_6,vegetable,"['Autumn', 'Summer']",1,0,0,177,7.6,17.9,22.0,17.8,165,4.8,"['Idli_6', 'Chia Seeds_10', 'Almonds_8']"
Moong Dal_6,legume,"['Summer', 'EarlyWinter']",1,3,2,221,15.6,1.5,16.3,18.0,353,8.4,"['Lentils_9', 'Walnuts_6']"
Chana Dal_6,beverage,"['Autumn', 'Spring', 'Summer']",1,1,0,214,9.3,11.9,65.5,11.3,16,4.7,['Tomato_7']
Lentils_6,fruit,['Autumn'],1,1,0,388,18.8,4.8,6.9,3.8,68,6.3,"['Broccoli_2', 'Upma_7', 'Coconut_4']"
Oats_6,grain,"['Winter', 'Spring']",1,3,0,54,18.6,12.9,7.1,1.6,449,7.7,['Honey_8']
Idli_6,dairy,"['LateWinter', 'Summer']",2,0,3,294,7.4,14.1,41.3,12.4,164,5.1,"['Butter_5', 'Herbal Tea_10']"
Dosa_6,vegetable,"['Autumn', 'Monsoon']",0,0,0,63,1.3,5.3,64.6,2.5,174,4.4,['Milk_1']
Upma_6,spice,['Winter'],1,2,1,199,5.9,13.1,9.6,18.4,377,8.1,[]
Vegetable Sabzi_6,legume,"['Spring', 'Monsoon']",2,3,2,57,3.9,8.4,43.2,13.4,500,6.0,['Spices Mix_7']
Paneer_6,grain,['Monsoon'],0,3,3,329,5.9,6.2,56.3,14.2,483,6.8,"['Broccoli_8', 'Paneer_7']"
Milk_6,spice,['Autumn'],3,2,3,243,20.5,12.8,41.5,13.8,129,3.9,[]
Curd_6,legume,['Monsoon'],3,2,2,193,16.7,7.5,13.6,5.9,110,0.0,['Idli_4']
Ghee_6,vegetable,"['Summer', 'Autumn']",2,2,2,56,12.6,10.0,15.0,11.9,460,8.8,"['Lemon_10', 'Tomato_6']"
Butter_6,spice,['Monsoon'],2,3,0,187,1.3,7.4,57.3,8.9,148,3.8,"['Milk_7', 'Wheat_9', 'Rice_2']"
Coconut_6,spice,"['LateWinter', 'Summer', 'Spring']",3,3,2,316,15.0,0.8,48.4,13.6,128,8.7,"['Curd_10', 'Coconut_5', 'Beetroot_9']"
Spinach_6,grain,['Summer'],3,1,0,149,8.1,16.1,6.1,14.1,310,3.2,['Sesame Seeds_5']
Carrot_6,fat,"['Winter', 'Monsoon', 'Spring']",0,3,3,143,1.8,3.3,56.6,1.1,257,5.8,"['Banana_9', 'Tomato_5']"
Beetroot_6,fruit,"['Winter', 'LateWinter']",3,2,2,226,11.0,16.0,15.6,12.4,498,3.0,[]
Tomato_6,vegetable,"['Spring', 'LateWinter']",0,3,0,394,0.6,1.5,40.4,9.3,469,6.8,"['Milk_1', 'Rice_10']"
Cucumber_6,grain,['Spring'],1,3,0,346,18.2,6.1,56.3,4.1,269,4.5,[]
Bottle Gourd_6,legume,['Autumn'],0,2,3,76,5.9,10.3,64.7,14.1,449,3.0,['Sesame Seeds_10']
Pumpkin_6,grain,['Autumn'],3,0,2,245,4.1,19.9,6.5,7.1,490,5.7,[]
Cauliflower_6,spice,['Summer'],1,2,2,337,6.6,17.6,41.7,2.5,348,9.9,"['Dosa_5', 'Vegetable Sabzi_5']"
Broccoli_6,grain,['Autumn'],2,0,3,369,16.9,7.1,58.0,3.6,284,2.3,['Curd_5']
Apple_6,fat,"['Winter', 'Spring', 'Summer']",1,2,3,333,0.9,16.1,13.2,13.5,296,5.0,"['Walnuts_3', 'Guava_7', 'Cucumber_1']"
Banana_6,fruit,"['Autumn', 'Spring']",3,2,0,268,8.3,17.5,66.4,7.1,355,4.1,"['Walnuts_4', 'Papaya_9']"
Mango_6,spice,"['EarlyWinter', 'Spring', 'LateWinter']",1,1,3,379,13.7,7.1,16.7,18.9,460,1.8,[]
Guava_6,dairy,"['Monsoon', 'Winter']",0,1,0,281,22.8,19.6,14.1,7.6,197,9.0,"['Idli_10', 'Carrot_2', 'Broccoli_4']"
Papaya_6,fruit,"['Winter', 'Spring', 'Autumn']",1,0,0,306,0.5,8.0,14.5,0.8,85,3.1,"['Cashews_10', 'Lemon_10']"
Pineapple_6,fruit,"['EarlyWinter', 'Spring', 'Autumn']",1,2,2,240,16.3,8.2,63.2,17.5,381,7.5,['Cauliflower_10']
Orange_6,grain,"['LateWinter', 'Summer']",2,1,2,350,16.6,3.0,67.4,19.6,70,2.6,['Bottle Gourd_5']
Lemon_6,fruit,['LateWinter'],2,3,2,387,8.2,3.8,45.6,14.2,116,9.6,"['Pumpkin_6', 'Carrot_2', 'Sesame Seeds_8']"
Herbal Tea_6,fruit,['LateWinter'],3,3,3,302,0.5,7.1,57.7,16.0,211,1.5,[]
Green Tea_6,legume,['Summer'],1,1,0,327,1.4,18.9,32.1,19.7,40,1.0,['Herbal Tea_4']
Spices Mix_6,dairy,['Spring'],1,2,1,295,0.5,8.7,64.9,18.0,67,8.2,"['Mango_1', 'Chapati_7']"
Honey_6,beverage,"['EarlyWinter', 'Monsoon']",3,2,0,151,7.2,13.1,51.8,13.1,73,1.5,"['Sesame Seeds_3', 'Orange_4', 'Cucumber_9']"
Jaggery_6,beverage,"['Monsoon', 'Autumn']",3,3,1,182,1.1,5.6,52.9,10.5,149,4.3,['Banana_5']
Peanuts_6,fruit,"['Summer', 'Autumn']",2,2,1,150,20.9,12.2,40.9,19.1,125,5.8,[]
Almonds_6,grain,['Spring'],1,0,1,219,9.8,8.2,65.5,4.2,455,7.7,"['Lentils_10', 'Green Tea_2']"
Cashews_6,dairy,"['Monsoon', 'LateWinter']",2,1,1,388,7.6,14.1,66.3,16.8,409,6.3,['Green Tea_5']
Walnuts_6,fat,['Summer'],1,2,2,216,6.9,6.0,54.9,18.4,283,4.6,"['Herbal Tea_5', 'Bottle Gourd_9', 'Coconut_7']"
Sesame Seeds_6,dairy,"['Autumn', 'EarlyWinter']",2,3,0,400,2.0,18.2,61.3,7.0,490,2.6,"['Chana Dal_4', 'Walnuts_3', 'Tomato_4']"
Chia Seeds_6,spice,"['Summer', 'Winter', 'Autumn']",0,1,3,140,18.9,17.5,69.9,7.3,165,3.7,"['Guava_9', 'Spinach_7']"
Rice_7,spice,"['LateWinter', 'Autumn']",3,1,2,392,4.5,9.2,45.0,6.9,336,0.5,"['Moong Dal_3', 'Chana Dal_9', 'Almonds_9']"
Wheat_7,legume,['LateWinter'],0,3,2,291,24.3,7.7,65.7,8.7,315,2.6,[]
Roti_7,fruit,['Spring'],1,0,2,159,6.7,4.3,37.7,7.2,272,4.0,"['Cucumber_5', 'Cauliflower_5', 'Upma_5']"
Chapati_7,fat,['Monsoon'],3,0,2,400,21.4,9.1,53.2,0.9,94,1.4,['Jaggery_9']
Kitchari_7,fat,['Summer'],2,1,2,319,24.2,10.2,39.5,4.9,376,5.8,"['Almonds_10', 'Broccoli_6', 'Herbal Tea_4']"
Moong Dal_7,grain,"['EarlyWinter', 'Spring']",1,3,1,83,2.3,9.8,14.0,7.9,154,9.7,"['Carrot_10', 'Cauliflower_1', 'Mango_6']"
Chana Dal_7,legume,"['Spring', 'Autumn', 'EarlyWinter']",0,1,2,361,5.4,18.9,51.5,16.0,245,6.4,['Peanuts_8']
Lentils_7,spice,"['Summer', 'EarlyWinter']",3,0,0,107,7.5,8.0,58.3,14.4,127,7.7,['Dosa_9']
Oats_7,fruit,"['Summer', 'EarlyWinter', 'Monsoon']",1,0,2,112,14.2,11.4,40.9,1.1,208,9.3,[]
Idli_7,vegetable,"['Summer', 'Winter']",2,2,2,187,18.5,11.5,12.9,2.8,70,7.8,['Green Tea_7']
Dosa_7,legume,"['Spring', 'Autumn', 'Monsoon']",0,2,1,187,15.7,8.7,54.0,4.9,310,5.5,['Banana_2']
Upma_7,fruit,"['Autumn', 'Summer', 'EarlyWinter']",1,0,2,188,13.5,6.2,64.3,16.9,9,9.7,"['Oats_9', 'Pineapple_1']"
Vegetable Sabzi_7,vegetable,['Monsoon'],1,0,0,274,14.6,14.1,55.2,7.9,3,8.0,"['Bottle Gourd_5', 'Almonds_7']"
Paneer_7,fat,['Autumn'],1,3,3,117,7.0,5.7,32.5,18.1,9,9.3,"['Oats_4', 'Spinach_6']"
Milk_7,fruit,"['Summer', 'Spring', 'Autumn']",1,2,2,97,24.3,4.1,24.1,6.5,230,9.8,[]
Curd_7,grain,"['Winter', 'LateWinter']",1,2,3,161,9.1,19.7,40.4,17.4,241,1.8,[]
Ghee_7,beverage,"['Winter', 'Monsoon', 'LateWinter']",3,0,0,171,11.9,9.7,47.0,16.7,269,7.4,[]
Butter_7,legume,"['Summer', 'LateWinter']",2,3,2,179,18.3,16.1,45.5,2.7,355,6.1,[]
Coconut_7,fruit,['Winter'],3,2,2,323,5.5,5.1,26.2,0.1,316,3.1,"['Oats_3', 'Almonds_9', 'Pumpkin_3']"
Spinach_7,fat,['Spring'],3,0,3,388,10.5,2.2,24.1,6.4,357,7.9,"['Cucumber_10', 'Chapati_8']"
Carrot_7,fruit,['LateWinter'],3,0,0,313,18.2,6.2,42.4,3.6,341,9.1,"['Green Tea_7', 'Orange_8']"
Beetroot_7,grain,['Monsoon'],2,2,0,168,23.4,12.7,68.7,13.2,450,3.0,"['Guava_2', 'Wheat_7', 'Lentils_8']"
Tomato_7,dairy,['Monsoon'],1,1,3,79,10.0,14.3,53.6,18.7,261,2.8,[]
Cucumber_7,beverage,"['LateWinter', 'Autumn']",3,3,3,283,11.5,6.3,32.2,2.9,373,7.4,['Idli_8']
Bottle Gourd_7,dairy,"['Summer', 'EarlyWinter']",1,2,2,246,4.1,1.8,47.7,13.8,57,9.7,[]
Pumpkin_7,vegetable,['Spring'],1,1,3,283,15.7,0.8,67.3,7.4,477,9.7,"['Tomato_8', 'Cucumber_10']"
Cauliflower_7,spice,['Summer'],2,1,2,67,10.4,14.5,21.5,14.0,267,8.8,['Lentils_8']
Broccoli_7,fat,"['LateWinter', 'Summer', 'Winter']",3,1,3,363,0.8,11.0,26.6,16.4,155,4.0,"['Kitchari_8', 'Chana Dal_10']"
Apple_7,vegetable,['Spring'],0,1,2,68,0.9,18.4,33.5,8.0,301,9.4,"['Mango_3', 'Upma_8', 'Spices Mix_2']"
Banana_7,fruit,['Winter'],0,3,0,184,1.6,13.1,54.6,18.9,294,2.0,"['Oats_3', 'Apple_2', 'Guava_2']"
Mango_7,dairy,"['Summer', 'Autumn']",0,3,1,365,22.9,11.1,66.5,8.5,226,9.2,['Wheat_5']
Guava_7,legume,"['Autumn', 'Spring', 'Monsoon']",2,2,1,378,4.4,12.0,62.6,18.1,451,2.0,"['Idli_5', 'Idli_6']"
Papaya_7,beverage,"['Autumn', 'Summer']",0,3,1,88,20.7,5.4,63.2,18.1,178,6.2,"['Walnuts_3', 'Cucumber_7', 'Jaggery_6']"
Pineapple_7,dairy,"['Spring', 'LateWinter', 'Monsoon']",0,3,2,340,18.4,11.6,45.5,14.2,389,4.6,['Papaya_3']
Orange_7,vegetable,['EarlyWinter'],0,3,1,54,9.4,5.1,70.0,9.3,74,0.1,[]
Lemon_7,fruit,"['Autumn', 'LateWinter', 'Monsoon']",0,2,1,89,22.1,13.0,42.6,2.0,426,8.9,"['Apple_4', 'Wheat_4']"
Herbal Tea_7,dairy,"['EarlyWinter', 'Monsoon', 'Winter']",3,3,2,242,13.3,19.2,39.2,4.0,489,8.0,['Lentils_8']
Green Tea_7,dairy,"['Summer', 'Autumn', 'Winter']",3,3,1,332,16.1,0.6,20.2,19.0,147,4.6,[]
Spices Mix_7,legume,"['LateWinter', 'EarlyWinter']",1,0,1,347,5.6,15.4,43.8,18.5,395,6.6,"['Cauliflower_5', 'Tomato_7']"
Honey_7,spice,"['Summer', 'Spring']",1,1,2,108,0.5,18.6,23.4,3.8,271,1.1,[]
Jaggery_7,spice,['Monsoon'],3,3,2,374,19.4,9.0,62.0,12.2,191,6.0,"['Paneer_9', 'Ghee_6', 'Wheat_2']"
Peanuts_7,fruit,"['LateWinter', 'EarlyWinter']",0,3,1,225,13.0,13.4,58.2,3.0,63,8.5,"['Ghee_8', 'Guava_1', 'Wheat_5']"
Almonds_7,vegetable,['EarlyWinter'],3,1,0,262,3.5,5.9,66.7,7.2,42,1.8,['Pineapple_3']
Cashews_7,beverage,"['Winter', 'Autumn']",1,0,2,398,4.6,17.1,20.6,17.1,463,4.8,['Kitchari_4']
Walnuts_7,spice,['Spring'],0,3,2,168,21.2,4.2,27.2,12.2,217,8.9,['Spinach_8']
Sesame Seeds_7,legume,['Winter'],1,0,3,348,0.9,13.4,67.0,1.7,297,9.3,['Beetroot_7']
Chia Seeds_7,grain,['Monsoon'],3,1,0,171,0.8,16.6,57.7,14.0,67,3.0,"['Lentils_5', 'Butter_5', 'Chia Seeds_6']"
Rice_8,grain,['Spring'],1,1,2,194,8.4,11.9,58.7,3.2,480,1.5,"['Almonds_1', 'Apple_9', 'Walnuts_8']"
Wheat_8,vegetable,"['Autumn', 'Spring', 'LateWinter']",3,1,1,136,9.7,6.6,22.8,6.0,359,5.8,"['Mango_2', 'Cashews_9']"
Roti_8,dairy,['LateWinter'],3,1,2,287,2.4,6.8,45.8,1.4,132,4.6,"['Beetroot_4', 'Oats_8']"
Chapati_8,spice,"['Summer', 'Monsoon']",0,3,2,126,2.2,2.7,63.9,4.8,251,2.3,"['Lentils_9', 'Coconut_10']"
Kitchari_8,legume,['Monsoon'],0,1,2,272,22.5,12.3,56.5,0.6,369,8.1,['Cashews_7']
Moong Dal_8,fat,"['Autumn', 'Monsoon']",3,2,3,92,5.7,1.6,25.0,4.5,196,6.1,['Chapati_5']
Chana Dal_8,fruit,['EarlyWinter'],2,2,1,70,9.2,8.5,27.4,7.2,333,7.6,[]
Lentils_8,fruit,['Spring'],1,0,2,270,23.3,14.2,66.0,8.6,350,9.8,[]
Oats_8,dairy,"['Autumn', 'Spring']",2,1,3,392,8.5,9.3,24.9,13.7,418,7.6,"['Curd_8', 'Oats_10', 'Butter_7']"
Idli_8,beverage,"['Winter', 'EarlyWinter', 'Summer']",2,0,0,297,5.3,4.5,32.4,10.3,192,6.9,"['Walnuts_7', 'Spinach_2']"
Dosa_8,grain,"['Monsoon', 'EarlyWinter', 'Winter']",1,0,3,160,23.7,16.2,38.8,18.6,482,5.6,['Cucumber_5']
Upma_8,legume,"['Summer', 'LateWinter']",0,2,0,113,23.5,8.7,24.7,7.2,422,6.5,[]
Vegetable Sabzi_8,fruit,"['Summer', 'Autumn']",1,1,0,145,24.5,1.5,26.8,5.5,100,6.4,"['Herbal Tea_10', 'Chapati_1', 'Cauliflower_4']"
Paneer_8,beverage,"['Summer', 'LateWinter']",3,3,3,267,2.3,11.2,63.6,9.0,165,8.7,"['Coconut_3', 'Broccoli_4', 'Vegetable Sabzi_3']"
Milk_8,beverage,['Autumn'],0,3,2,384,5.2,5.1,41.2,19.4,83,9.3,['Lemon_2']
Curd_8,dairy,"['Summer', 'Winter', 'EarlyWinter']",3,1,0,301,15.4,8.6,39.3,18.1,283,2.0,"['Bottle Gourd_9', 'Papaya_8']"
Ghee_8,fat,['Summer'],3,0,1,53,17.2,7.6,49.9,12.8,428,6.0,[]
Butter_8,vegetable,"['Summer', 'LateWinter', 'Monsoon']",2,2,1,205,22.9,9.5,50.3,16.0,23,2.8,"['Sesame Seeds_6', 'Banana_2']"
Coconut_8,dairy,"['EarlyWinter', 'Monsoon']",0,3,2,186,9.7,7.2,55.3,15.8,85,2.3,"['Dosa_2', 'Cauliflower_9']"
Spinach_8,dairy,"['Autumn', 'Winter', 'Summer']",0,2,0,225,24.3,19.4,64.3,7.7,324,8.8,['Cucumber_9']
Carrot_8,grain,"['Winter', 'LateWinter']",3,0,3,350,9.6,5.6,25.0,16.2,5,6.6,[]
Beetroot_8,spice,"['Spring', 'LateWinter']",3,1,0,317,13.0,4.3,34.8,19.6,101,6.6,['Coconut_8']
Tomato_8,fruit,"['Summer', 'EarlyWinter', 'Autumn']",1,3,1,61,19.6,7.9,37.6,10.2,301,5.4,"['Cucumber_8', 'Green Tea_7']"
Cucumber_8,beverage,"['Autumn', 'Monsoon', 'LateWinter']",2,0,3,174,16.6,13.6,16.1,6.1,338,3.6,['Cashews_2']
Bottle Gourd_8,vegetable,['Monsoon'],0,3,2,392,18.3,10.6,37.0,15.0,352,6.8,[]
Pumpkin_8,dairy,['Winter'],3,3,0,154,9.4,13.7,34.7,11.5,266,0.7,"['Walnuts_1', 'Curd_1']"
Cauliflower_8,grain,['Winter'],2,0,0,282,6.1,11.5,19.1,7.3,25,5.5,[]
Broccoli_8,fat,"['Autumn', 'EarlyWinter', 'Winter']",1,3,1,279,22.7,14.8,14.0,17.3,355,2.8,[]
Apple_8,fruit,"['Spring', 'Winter']",2,0,2,85,21.7,11.6,42.4,14.1,459,2.5,"['Jaggery_7', 'Peanuts_1', 'Lentils_2']"
Banana_8,beverage,"['Summer', 'LateWinter']",1,3,1,228,22.9,0.8,16.1,0.6,251,3.1,"['Walnuts_2', 'Apple_8']"
Mango_8,spice,"['Monsoon', 'Autumn']",1,3,3,295,12.5,0.2,14.0,9.9,484,4.4,[]
Guava_8,vegetable,"['LateWinter', 'Summer', 'EarlyWinter']",0,2,1,290,9.4,3.9,17.8,1.4,49,2.3,[]
Papaya_8,beverage,"['Autumn', 'Spring']",0,2,3,172,1.1,19.0,27.6,14.0,117,9.7,"['Lemon_9', 'Chia Seeds_10']"
Pineapple_8,dairy,['LateWinter'],2,2,3,240,17.5,6.9,5.5,16.6,423,2.1,['Beetroot_2']
Orange_8,beverage,['Monsoon'],0,3,2,272,1.0,6.9,38.7,2.0,310,9.4,[]
Lemon_8,legume,"['Monsoon', 'LateWinter']",2,0,2,261,7.8,13.1,11.2,5.3,76,3.5,['Butter_3']
Herbal Tea_8,dairy,"['Summer', 'Autumn']",2,1,1,231,21.3,9.5,18.4,14.5,408,6.8,[]
Green Tea_8,grain,"['Monsoon', 'EarlyWinter']",0,3,2,297,13.4,9.8,23.8,13.0,448,5.3,"['Pumpkin_8', 'Chana Dal_1']"
Spices Mix_8,fat,"['Spring', 'Autumn', 'EarlyWinter']",1,1,2,259,21.6,14.5,10.8,2.8,217,6.1,[]
Honey_8,fat,"['LateWinter', 'EarlyWinter']",2,1,0,368,8.5,13.1,28.7,3.5,357,5.5,[]
Jaggery_8,grain,"['Spring', 'Winter']",2,2,3,86,20.6,18.4,67.1,16.6,475,3.4,[]
Peanuts_8,beverage,"['Summer', 'Autumn', 'EarlyWinter']",3,3,3,169,8.3,13.4,69.9,5.1,195,6.6,"['Chia Seeds_10', 'Almonds_5', 'Jaggery_8']"
Almonds_8,vegetable,['EarlyWinter'],2,0,2,326,11.9,9.1,17.4,6.5,36,1.3,['Vegetable Sabzi_8']
Cashews_8,fruit,"['Autumn', 'EarlyWinter', 'Winter']",0,1,0,136,5.7,1.3,11.6,2.6,26,0.8,"['Beetroot_5', 'Walnuts_2']"
Walnuts_8,legume,['Monsoon'],1,0,2,325,1.7,13.3,16.8,10.2,370,6.4,[]
Sesame Seeds_8,legume,"['Monsoon', 'Winter', 'EarlyWinter']",3,1,3,203,13.0,15.9,46.6,14.7,178,2.5,['Tomato_9']
Chia Seeds_8,grain,['Autumn'],1,3,2,219,1.9,11.1,26.6,12.7,37,0.5,"['Papaya_8', 'Carrot_7', 'Lentils_10']"
Rice_9,legume,['LateWinter'],2,2,1,87,1.7,17.7,37.1,10.3,222,9.9,[]
Wheat_9,beverage,"['Winter', 'Monsoon', 'Summer']",1,2,0,108,9.4,9.2,61.4,5.3,111,6.8,"['Chana Dal_6', 'Idli_5', 'Spices Mix_6']"
Roti_9,fat,"['Autumn', 'Summer']",3,1,1,347,17.0,19.9,23.4,11.5,58,5.8,"['Guava_2', 'Upma_10']"
Chapati_9,grain,['LateWinter'],3,1,3,223,21.1,3.6,66.5,18.7,97,0.0,['Pumpkin_1']
Kitchari_9,fruit,['Monsoon'],1,3,3,132,3.6,2.7,18.7,16.0,116,1.4,['Vegetable Sabzi_9']
Moong Dal_9,legume,"['Monsoon', 'Autumn', 'Summer']",3,3,3,307,23.0,16.6,37.9,4.1,333,9.7,"['Ghee_8', 'Paneer_5']"
Chana Dal_9,beverage,['EarlyWinter'],3,0,0,250,10.2,2.4,12.6,0.8,180,6.3,['Milk_5']
Lentils_9,spice,"['Autumn', 'Winter']",3,0,0,235,17.3,14.3,65.8,19.7,98,6.4,"['Vegetable Sabzi_5', 'Green Tea_8']"
Oats_9,vegetable,['Summer'],0,3,1,321,7.0,16.2,33.2,14.9,310,6.9,"['Ghee_6', 'Spinach_3', 'Walnuts_7']"
Idli_9,fruit,"['Autumn', 'Summer', 'Winter']",1,0,1,246,21.4,15.6,19.0,0.6,41,0.2,['Milk_3']
Dosa_9,dairy,['Spring'],3,3,2,235,21.2,18.8,43.0,18.5,273,7.8,[]
Upma_9,fruit,"['Autumn', 'EarlyWinter']",3,1,0,292,10.6,3.1,26.3,6.0,305,8.6,"['Green Tea_9', 'Banana_8']"
Vegetable Sabzi_9,dairy,['Winter'],0,2,1,280,7.0,3.9,41.6,18.7,146,8.1,"['Banana_1', 'Cucumber_9', 'Cashews_3']"
Paneer_9,grain,"['Autumn', 'LateWinter', 'Spring']",2,1,3,242,15.9,13.4,41.6,15.6,381,2.9,"['Wheat_6', 'Walnuts_1', 'Roti_4']"
Milk_9,fat,"['LateWinter', 'Spring']",2,1,3,65,1.8,16.9,46.0,6.0,343,1.8,"['Sesame Seeds_10', 'Papaya_4', 'Walnuts_2']"
